,Complaint,CustCareScore,AgentBonus,Age,CustTenure,NumberOfPolicy,MonthlyIncome,ExistingPolicyTenure,SumAssured,LastMonthCalls,Channel_Online,Channel_Third Party Partner,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,EducationField_Engineer,EducationField_Graduate,EducationField_MBA,EducationField_Post Graduate,EducationField_Under Graduate,Gender_Male,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Zone_North,Zone_South,Zone_West,PaymentMethod_Monthly,PaymentMethod_Quarterly,PaymentMethod_Yearly,ExistingProdType_2.0,ExistingProdType_3.0,ExistingProdType_4.0,ExistingProdType_5.0,ExistingProdType_6.0,ClusterLabel
1300,1,3,2384.0,5,14,3,17028.0,2,357280.6,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1301,0,5,3497.0,21,3,5,24980.0,3,486111.0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1302,1,1,3477.0,21,13,4,18298.0,1,455437.0,5,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1303,1,3,3228.0,16,7,1,17935.0,3,332515.0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1304,0,3,7607.0,15,15,1,26209.8,15,1163833.0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1305,1,1,3789.0,4,4,1,18944.0,2,647885.0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1306,0,5,3422.0,3,17,3,19011.0,3,629644.0,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1307,0,1,2761.0,6,15,5,18407.0,4,292671.0,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1308,0,5,2969.0,3,18,4,26994.0,4,299903.0,11,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1309,0,5,3084.0,15,6,1,16232.0,6,453360.0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1310,0,4,2155.0,13,6,5,17960.0,3,394402.0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1311,0,4,6478.0,6,32,3,34094.0,6,654264.0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1312,1,4,2459.0,12,10,5,18919.0,1,285299.0,7,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1313,0,3,4583.0,5,27,4,21825.0,9,563740.0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1314,0,4,4545.0,18,9,1,25248.0,7,749866.0,17,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1315,0,1,4413.0,26,18,5,33947.0,3,547226.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1316,0,3,2624.0,11,16,1,17496.0,4,356918.0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1317,1,3,3220.0,13,13,1,21465.0,1,441106.0,3,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1318,0,4,2581.0,15,8,3,17206.0,3,383938.8,8,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1319,0,1,2734.0,14,3,1,17086.0,1,390234.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1320,1,3,3632.0,22,7,1,17293.0,3,562887.0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1321,0,1,3176.0,11,19,3,17645.0,3,524057.0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1322,1,4,4244.0,19,13,3,17683.0,2,445612.0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1323,0,3,2212.0,7,11,1,17014.0,1,367870.6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1324,1,1,2210.0,11,9,5,18419.0,2,327121.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1325,0,3,4686.0,9,28,5,20376.0,4,782642.0,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1326,0,3,2373.0,7,9,1,16951.0,2,370449.4,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1327,0,3,2775.0,11,6,5,17341.0,3,527166.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1328,0,1,2594.0,5,3,3,17293.0,1,422814.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1329,0,1,4982.0,30,5,3,23726.0,15,508211.0,7,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1330,0,3,2852.0,11,11,1,19011.0,1,567478.0,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1331,0,4,8291.0,33,33,3,34545.0,10,1086095.0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1332,0,5,2348.0,5,5,3,19568.0,1,274735.0,7,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1333,0,4,2884.0,6,11,4,18022.0,6,524801.0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1334,1,5,2077.0,8,6,1,20772.0,2,257573.0,8,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1335,0,5,4145.0,8,17,1,17269.0,6,750165.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1336,1,5,3872.0,12,12,3,20381.0,2,604093.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1337,1,1,3319.0,7,7,3,18441.0,1,414923.0,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1338,1,1,4500.0,18,9,5,20454.0,2,463488.0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1339,1,5,2986.0,3,15,5,24884.0,6,585272.0,3,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1340,1,1,2299.0,9,9,1,19157.0,1,335631.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1341,1,1,5976.0,18,18,1,28458.0,18,980094.0,12,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1342,0,4,4092.0,8,16,5,24069.0,7,581026.0,8,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1343,1,4,4563.0,9,27,5,19014.0,14,711884.0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1344,0,3,3137.0,6,13,1,20915.0,1,420392.0,7,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1345,0,5,4409.0,18,13,3,20993.0,9,868480.0,7,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1346,1,4,3174.0,10,10,1,21162.0,1,352347.0,8,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1347,0,3,4177.0,19,25,1,17406.0,6,814601.0,9,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1348,1,4,6073.0,30,36,3,33740.0,8,704491.0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1349,0,3,5659.0,34,17,5,22637.0,2,730043.0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1350,0,4,3262.0,13,13,3,25096.0,10,619871.0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1351,1,3,7141.0,43,29,3,29086.4,7,914104.0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1352,0,4,4085.0,20,12,4,21499.0,10,457499.0,3,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1353,0,3,4698.0,23,5,5,24724.0,2,657658.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1354,0,1,3955.0,24,12,5,17194.0,8,635648.6,2,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1355,1,1,3861.0,8,14,3,18388.0,3,463378.0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1356,0,5,4914.0,15,5,3,20473.0,10,560141.0,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1357,0,4,4426.0,15,13,4,17703.0,7,690417.0,4,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1358,0,3,2100.0,8,4,4,17501.0,1,361221.0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1359,0,3,3607.0,7,7,4,21220.0,4,642117.0,9,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1360,0,1,2525.0,3,13,1,18038.0,6,277785.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1361,0,5,3691.0,22,18,1,19424.0,4,605252.0,8,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1362,0,1,4828.0,29,19,5,19312.0,4,791792.0,8,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1363,1,3,6496.0,32,6,5,28245.0,10,714599.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1364,0,1,7166.0,7,29,3,28664.0,4,723766.0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1365,1,5,3003.0,18,9,4,20021.0,2,513539.0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1366,1,1,2415.0,10,5,1,20126.0,1,461288.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1367,0,4,4465.0,9,15,3,17859.0,3,665248.0,4,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1368,0,1,6310.0,32,38,1,25239.0,6,1053728.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1369,1,1,3049.0,12,12,1,20329.0,6,588525.0,9,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1370,0,5,4058.0,8,20,4,19325.0,2,592505.0,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1371,0,1,3339.0,10,10,1,22260.0,2,404019.0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1372,0,3,4157.0,19,21,5,17322.0,5,831456.0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1373,0,3,2391.0,7,14,1,17075.0,1,357280.6,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1374,0,4,2873.0,3,3,1,19152.0,5,379210.0,8,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1375,0,5,4431.0,13,18,1,24619.0,4,571653.0,7,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1376,0,1,5701.0,11,11,4,28503.0,2,581461.0,11,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1377,1,5,4497.0,4,4,1,20441.0,4,449702.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1378,1,3,4648.0,23,23,4,20209.0,2,650730.0,7,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1379,1,1,3851.0,8,19,5,25673.0,4,743233.0,5,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1380,0,5,3802.0,11,4,3,20010.0,2,650125.0,7,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1381,0,4,3140.0,9,3,3,28549.0,1,524445.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1382,0,4,2800.0,8,11,3,19999.0,2,319184.0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1383,0,1,4613.0,28,23,3,19221.0,2,613534.0,4,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1384,0,3,5486.0,22,11,3,28872.0,1,1014851.0,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1385,0,3,3238.0,13,19,4,17042.0,1,478458.0,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1386,1,1,3927.0,8,20,5,17073.0,8,635687.6,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1387,0,1,3053.0,6,5,5,17956.0,3,592189.0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1388,1,1,3585.0,14,9,1,17926.0,1,634580.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1389,0,3,4754.0,24,29,3,19809.0,4,922307.0,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1390,0,1,3831.0,23,11,1,20163.0,2,555491.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1391,0,1,4400.0,9,18,1,33844.0,8,747952.0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1392,1,1,3981.0,8,24,4,33172.0,3,720496.0,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1393,1,3,3941.0,24,8,3,20744.0,2,551790.0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1394,0,1,3936.0,12,15,1,17889.0,1,456527.0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1395,0,1,2502.0,10,10,1,17871.0,8,485376.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1396,0,1,2248.0,4,4,5,22484.0,1,391222.0,8,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1397,1,5,2740.0,16,5,3,21074.0,2,380807.0,6,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1398,1,3,6142.0,31,25,3,32328.0,7,730936.0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1399,0,4,4088.0,4,4,3,17774.0,2,625467.0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1400,0,3,4876.0,5,10,4,19505.0,4,633913.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1401,0,3,3364.0,10,20,1,22428.0,3,363334.0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1402,0,1,2929.0,9,12,5,26631.0,1,530223.0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1403,0,5,2721.0,16,8,1,24738.0,5,484370.0,8,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1404,0,1,3210.0,19,9,1,17835.0,2,346712.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1405,1,1,3515.0,14,14,1,16922.4,4,530839.0,12,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1406,0,3,3699.0,12,15,3,17613.0,2,636182.0,9,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1407,0,1,4229.0,13,17,4,21146.0,1,528650.0,7,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1408,1,5,3993.0,8,4,4,19963.0,1,622846.0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1409,0,5,6562.0,33,39,3,34537.0,7,1128669.0,15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1410,1,3,3599.0,11,11,3,21172.0,3,417512.0,7,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1411,0,3,4342.0,15,9,4,17368.0,7,551434.0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1412,0,3,5062.0,15,15,1,25312.0,3,572051.0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1413,1,3,2835.0,3,14,3,16675.0,5,412316.2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1414,0,5,4206.0,18,8,1,17523.0,3,626622.0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1415,0,1,4313.0,13,4,5,21567.0,6,491728.0,11,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1416,0,3,3553.0,7,11,3,19739.0,2,614672.0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1417,0,5,5568.0,17,6,1,24208.0,8,1063457.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1418,1,3,3325.0,7,13,3,19559.0,1,648381.0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1419,1,1,4174.0,17,8,3,23189.0,8,676191.0,7,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1420,0,4,3409.0,20,10,3,17942.0,1,524983.0,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1421,0,4,3191.0,3,10,4,19941.0,3,417963.0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1422,0,1,3335.0,17,10,1,25650.0,7,543524.0,3,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1423,0,5,4807.0,14,19,3,20902.0,2,956685.0,9,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1424,0,4,4728.0,14,9,3,23639.0,1,505875.0,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1425,1,3,3202.0,6,16,1,21347.0,4,569965.0,7,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1426,0,4,2688.0,11,8,5,19200.0,1,325248.0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1427,0,1,1845.0,11,6,1,18452.0,1,221424.0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1428,1,5,3477.0,17,14,3,19317.0,1,549375.0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1429,0,1,2468.0,9,5,3,17632.0,5,419642.0,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1430,0,1,4917.0,30,10,1,19668.0,3,944064.0,7,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
1431,0,5,2549.0,10,11,5,18204.0,2,496969.0,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1432,0,4,3721.0,12,22,1,17720.0,1,666095.0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1433,0,1,7402.0,37,37,5,26093.2,4,1073236.0,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1434,0,1,3103.0,16,16,5,17238.0,8,459220.0,4,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1435,0,3,3791.0,15,4,4,16483.0,5,527570.8,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1436,0,1,2061.0,2,10,4,20605.0,1,230776.0,13,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1437,0,4,2898.0,17,6,4,22295.0,3,484024.0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1438,1,5,1904.0,6,11,3,17306.0,1,302682.0,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1439,0,4,2949.0,10,18,4,17348.0,7,433527.0,15,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1440,0,4,3840.0,12,23,1,23998.0,3,591311.0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1441,0,3,2705.0,3,5,3,19319.0,4,443564.0,9,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1442,0,3,2113.0,11,4,3,21132.0,1,251471.0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1443,1,1,4587.0,14,15,4,18346.0,5,619178.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1444,0,1,2844.0,14,3,1,25855.0,3,307157.0,11,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1445,0,5,4308.0,13,13,3,17231.0,4,710002.8,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1446,0,1,3984.0,20,24,1,17323.0,4,717172.0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
