,Timestamp,InventoryType,Ad - Length,Ad- Width,Ad Size,Ad Type,Platform,Device Type,Format,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Fee,Revenue,CTR,CPM,CPC,ClusterLabel,sil_width
6766,2020-11-1-17,Format5,720,300,216000,Inter219,Video,Desktop,Display,544125,165326,135126,17129,968.91,0.35,629.79,0.1268,7.17,0.06,4,0.5855869604410736
6767,2020-10-25-6,Format3,480,70,33600,Inter228,Video,Mobile,Video,986657,447109,416545,1926,969.47,0.35,630.16,0.0046,2.33,0.5,3,0.5716973548346946
6768,2020-9-9-22,Format5,720,300,216000,Inter224,Web,Desktop,Video,395459,144155,125459,16011,969.76,0.35,630.35,0.1276,7.73,0.06,4,0.590545149565608
6769,2020-9-7-22,Format5,720,300,216000,Inter229,Video,Desktop,Display,424288,141643,125734,17024,970.46,0.35,630.8,0.1354,7.72,0.06,4,0.5929730238019802
6770,2020-11-23-6,Format5,720,300,216000,Inter219,Video,Desktop,Display,86389,67043,59288,11288,970.51,0.35,630.83,0.1904,16.37,0.09,4,0.5394360131331544
6771,2020-9-30-3,Format1,300,250,75000,Inter219,Video,Desktop,Display,929166,627896,603945,1467,971.25,0.35,631.31,0.0024,1.61,0.66,3,0.4342512807996087
6772,2020-11-16-2,Format3,480,70,33600,Inter221,App,Mobile,Video,1347110,563684,526325,1999,971.29,0.35,631.34,0.0038,1.85,0.49,3,0.5917161897269871
6773,2020-10-6-22,Format3,480,70,33600,Inter225,Video,Mobile,Display,2703366,1017213,977958,4195,971.59,0.35,631.53,0.0043,0.99,0.23,3,0.5495442370241654
6774,2020-9-25-22,Format3,480,70,33600,Inter227,App,Mobile,Display,2176025,987390,941255,3939,972.05,0.35,631.84,0.0042,1.03,0.25,3,0.5722350667453746
6775,2020-10-7-23,Format6,336,250,84000,Inter227,App,Mobile,Video,3375009,921446,857034,4910,972.51,0.35,632.13,0.0057,1.13,0.2,3,0.2965559074423726
6776,2020-9-28-6,Format3,480,70,33600,Inter217,Web,Desktop,Video,995242,420601,389895,2217,972.91,0.35,632.39,0.0057,2.5,0.44,3,0.5621606191147521
6777,2020-11-22-2,Format1,300,250,75000,Inter224,Web,Desktop,Video,1020089,552927,541178,1101,973.14,0.35,632.54,0.002,1.8,0.88,3,0.42829083967470283
6778,2020-9-3-12,Format3,480,70,33600,Inter229,Video,Desktop,Display,721234,437813,417460,2116,974.1,0.35,633.17,0.0051,2.33,0.46,3,0.5604609462364594
6779,2020-11-21-6,Format7,300,600,180000,Inter224,Web,Desktop,Video,117980,76155,65478,10437,974.61,0.35,633.49,0.1594,14.88,0.09,1,0.05285573653878104
6780,2020-9-10-0,Format5,720,300,216000,Inter229,Video,Desktop,Display,116823,80530,71213,8368,974.78,0.35,633.61,0.1175,13.69,0.12,4,0.5424449817515229
6781,2020-11-3-23,Format3,480,70,33600,Inter221,App,Mobile,Video,3448634,1023682,962134,4520,974.79,0.35,633.61,0.0047,1.01,0.22,3,0.5136434695620843
6782,2020-11-4-6,Format3,480,70,33600,Inter218,App,Mobile,Video,1159879,478930,452606,2070,975.07,0.35,633.79,0.0046,2.15,0.47,3,0.5786299544015062
6783,2020-10-16-13,Format7,300,600,180000,Inter220,Web,Mobile,Display,1024995,552215,527323,2406,975.2,0.35,633.88,0.0046,1.85,0.41,1,0.04715920680943978
6784,2020-9-11-14,Format3,480,70,33600,Inter217,Web,Desktop,Display,1016264,559796,546087,2324,975.58,0.35,634.13,0.0043,1.79,0.42,3,0.5797074770581818
6785,2020-9-7-6,Format3,480,70,33600,Inter221,App,Mobile,Display,933543,415107,389643,2154,976.23,0.35,634.55,0.0055,2.51,0.45,3,0.5614922157499591
6786,2020-9-6-4,Format1,300,250,75000,Inter224,Web,Desktop,Video,858196,581481,563530,1443,976.7,0.35,634.86,0.0026,1.73,0.68,3,0.4288720408181494
6787,2020-10-9-13,Format3,480,70,33600,Inter218,App,Mobile,Video,981726,457058,436670,2144,976.76,0.35,634.9,0.0049,2.24,0.46,3,0.5712202919298482
6788,2020-10-15-23,Format3,480,70,33600,Inter217,Web,Desktop,Video,2862167,942529,867844,4475,977.0,0.35,635.05,0.0052,1.13,0.22,3,0.550821403028123
6789,2020-9-17-13,Format6,336,250,84000,Inter228,Video,Mobile,Video,988377,547694,526935,2482,977.15,0.35,635.15,0.0047,1.85,0.39,3,0.3139746855005896
6790,2020-9-30-23,Format5,720,300,216000,Inter226,Web,Mobile,Video,351769,139515,122932,15366,978.36,0.35,635.93,0.125,7.96,0.06,4,0.5909059737083994
6791,2020-10-18-2,Format7,300,600,180000,Inter220,Web,Mobile,Video,957196,569737,560031,1270,978.4,0.35,635.96,0.0023,1.75,0.77,3,0.02492538795033632
6792,2020-9-23-1,Format6,336,250,84000,Inter217,Web,Desktop,Display,1161059,670836,660657,1256,978.83,0.35,636.24,0.0019,1.48,0.78,3,0.4041103269293121
6793,2020-10-14-12,Format6,336,250,84000,Inter223,Web,Mobile,Display,1086035,543010,522249,2258,979.3,0.35,636.54,0.0043,1.88,0.43,3,0.3291056501199276
6794,2020-9-9-1,Format1,300,250,75000,Inter229,Video,Desktop,Display,1075052,639706,628582,1195,979.45,0.35,636.64,0.0019,1.56,0.82,3,0.44325799541714156
6795,2020-11-9-11,Format4,120,600,72000,Inter221,App,Mobile,Display,168293,108664,91581,16683,979.6,0.35,636.74,0.1822,10.7,0.06,1,0.4034866099833486
6796,2020-10-31-1,Format3,480,70,33600,Inter227,App,Mobile,Video,1449996,574513,540881,2008,979.77,0.35,636.85,0.0037,1.81,0.49,3,0.5943271063842057
6797,2020-9-3-22,Format7,300,600,180000,Inter224,Web,Desktop,Display,384578,138378,121799,17092,979.79,0.35,636.86,0.1403,8.04,0.06,4,0.09720562136362945
6798,2020-9-12-14,Format5,720,300,216000,Inter227,App,Mobile,Video,182941,108526,91916,9898,980.02,0.35,637.01,0.1077,10.66,0.1,4,0.5679171876664323
6799,2020-10-14-1,Format5,720,300,216000,Inter229,Video,Desktop,Video,195917,120963,100212,9200,980.08,0.35,637.05,0.0918,9.78,0.11,4,0.551773998460211
6800,2020-9-14-5,Format4,120,600,72000,Inter223,Web,Mobile,Video,71852,59993,50608,7100,980.28,0.35,637.18,0.1403,19.37,0.14,1,0.5431307311496799
6801,2020-9-18-12,Format5,720,300,216000,Inter224,Web,Desktop,Video,142065,93420,81754,12071,980.36,0.35,637.24,0.1477,11.99,0.08,4,0.5924324493500712
6802,2020-9-11-11,Format5,720,300,216000,Inter223,Web,Mobile,Video,116653,79122,69951,11096,981.27,0.35,637.83,0.1586,14.03,0.09,4,0.5717196632962016
6803,2020-9-17-5,Format4,120,600,72000,Inter217,Web,Desktop,Video,70679,57730,48913,6902,982.07,0.35,638.35,0.1411,20.08,0.14,1,0.5375238825422979
6804,2020-9-17-12,Format3,480,70,33600,Inter218,App,Mobile,Display,940379,520483,500631,2397,982.42,0.35,638.57,0.0048,1.96,0.41,3,0.5715466516360713
6805,2020-10-10-23,Format5,720,300,216000,Inter218,App,Mobile,Video,598654,176481,143726,17607,982.65,0.35,638.72,0.1225,6.84,0.06,4,0.5813501705505032
6806,2020-11-24-5,Format4,120,600,72000,Inter224,Web,Desktop,Display,84308,62223,50491,6446,983.01,0.35,638.95,0.1277,19.47,0.15,1,0.5435595772447775
6807,2020-9-20-6,Format5,720,300,216000,Inter221,App,Mobile,Display,113021,83766,74005,10823,984.13,0.35,639.68,0.1462,13.3,0.09,4,0.5758773354771891
6808,2020-9-11-12,Format3,480,70,33600,Inter219,Video,Desktop,Video,927671,538308,525455,2123,985.13,0.35,640.33,0.004,1.87,0.46,3,0.5802310986292438
6809,2020-9-11-11,Format5,720,300,216000,Inter224,Web,Desktop,Display,143725,90127,76882,9615,985.27,0.35,640.43,0.1251,12.82,0.1,4,0.5653111156573905
6810,2020-10-9-5,Format4,120,600,72000,Inter227,App,Mobile,Video,90548,67347,53784,7963,985.46,0.35,640.55,0.1481,18.32,0.12,1,0.54586916133967
6811,2020-9-3-0,Format5,720,300,216000,Inter227,App,Mobile,Display,109965,76871,68818,8167,986.04,0.35,640.92,0.1187,14.33,0.12,4,0.5343650196969023
6812,2020-9-19-14,Format5,720,300,216000,Inter217,Web,Desktop,Display,179340,107780,94097,12009,986.36,0.35,641.14,0.1276,10.48,0.08,4,0.5905819806451962
6813,2020-9-17-14,Format3,480,70,33600,Inter219,Video,Desktop,Video,1051991,531309,509000,2684,986.59,0.35,641.28,0.0053,1.94,0.37,3,0.5677335645209647
6814,2020-10-8-5,Format4,120,600,72000,Inter229,Video,Desktop,Video,94874,64607,54317,7739,986.72,0.35,641.37,0.1425,18.17,0.13,1,0.5478301433564265
6815,2020-9-4-3,Format1,300,250,75000,Inter221,App,Mobile,Display,807409,558501,535568,1270,987.22,0.35,641.7,0.0024,1.84,0.78,3,0.42808194813478884
6816,2020-11-1-16,Format5,720,300,216000,Inter218,App,Mobile,Video,517669,168696,137402,17691,987.96,0.35,642.17,0.1288,7.19,0.06,4,0.5872021620187864
6817,2020-11-9-2,Format1,300,250,75000,Inter225,Video,Mobile,Display,1159676,606198,595150,1215,988.04,0.35,642.23,0.002,1.66,0.81,3,0.44232977811256297
6818,2020-9-17-12,Format5,720,300,216000,Inter225,Video,Mobile,Video,190285,111055,93434,10520,988.16,0.35,642.31,0.1126,10.58,0.09,4,0.5754718847444877
6819,2020-9-3-3,Format1,300,250,75000,Inter219,Video,Desktop,Video,827816,552556,532763,1257,988.95,0.35,642.82,0.0024,1.86,0.79,3,0.42800799724267996
6820,2020-10-30-23,Format5,720,300,216000,Inter218,App,Mobile,Display,296441,141626,122398,16392,990.03,0.35,643.52,0.1339,8.09,0.06,4,0.5961673346967468
6821,2020-11-3-4,Format7,300,600,180000,Inter218,App,Mobile,Video,950007,558742,542624,1302,991.15,0.35,644.25,0.0024,1.83,0.76,3,0.0197506560415232
6822,2020-11-20-6,Format5,720,300,216000,Inter218,App,Mobile,Video,117302,78064,67076,10922,991.63,0.35,644.56,0.1628,14.78,0.09,4,0.5620909621998035
6823,2020-11-2-18,Format4,120,600,72000,Inter226,Web,Mobile,Video,221840,108063,89805,17809,992.67,0.35,645.23,0.1983,11.05,0.06,1,0.38606598409048787
6824,2020-10-31-10,Format4,120,600,72000,Inter218,App,Mobile,Video,68753,56826,47453,11950,992.67,0.35,645.24,0.2518,20.92,0.08,1,0.4767704347119793
6825,2020-9-27-6,Format3,480,70,33600,inter230,Video,Mobile,Video,1091863,443266,411230,2415,992.94,0.35,645.41,0.0059,2.41,0.41,3,0.563660021501121
6826,2020-10-6-5,Format4,120,600,72000,Inter226,Web,Mobile,Display,98349,71570,59831,8702,993.48,0.35,645.76,0.1454,16.6,0.11,1,0.5463391685701037
6827,2020-10-30-13,Format4,120,600,72000,Inter224,Web,Desktop,Display,59768,50662,42223,11239,993.47,0.35,645.76,0.2662,23.53,0.09,1,0.45601711621689056
6828,2020-9-16-14,Format5,720,300,216000,Inter218,App,Mobile,Video,194085,112722,96416,10352,995.17,0.35,646.86,0.1074,10.32,0.1,4,0.5716885508750769
6829,2020-11-3-0,Format5,720,300,216000,Inter228,Video,Mobile,Video,194096,121653,105024,11589,995.29,0.35,646.94,0.1103,9.48,0.09,4,0.5794769663671892
6830,2020-11-10-21,Format4,120,600,72000,Inter222,Video,Desktop,Display,202304,120452,101296,17546,995.85,0.35,647.3,0.1732,9.83,0.06,1,0.37865547021726376
6831,2020-11-3-6,Format3,480,70,33600,Inter226,Web,Mobile,Display,1258010,589900,559701,1988,996.03,0.35,647.42,0.0036,1.78,0.5,3,0.5939552323147201
6832,2020-10-15-22,Format6,336,250,84000,Inter222,Video,Desktop,Display,1750951,897187,852958,3925,997.08,0.35,648.1,0.0046,1.17,0.25,3,0.3103623746804714
6833,2020-10-8-8,Format5,720,300,216000,Inter223,Web,Mobile,Display,143328,88362,74484,9490,997.42,0.35,648.32,0.1274,13.39,0.11,4,0.5604838467947033
6834,2020-9-3-14,Format3,480,70,33600,Inter224,Web,Desktop,Video,804156,450145,425200,2138,997.76,0.35,648.55,0.005,2.35,0.47,3,0.5657798264462951
6835,2020-9-29-23,Format5,720,300,216000,Inter224,Web,Desktop,Display,348739,148345,130425,15565,997.81,0.35,648.58,0.1193,7.65,0.06,4,0.5879038829846118
6836,2020-11-9-7,Format5,720,300,216000,Inter227,App,Mobile,Display,173172,101948,87762,11505,998.06,0.35,648.74,0.1311,11.37,0.09,4,0.5887838546675154
6837,2020-10-10-23,Format5,720,300,216000,Inter229,Video,Desktop,Display,439116,155862,134070,19798,998.2,0.35,648.83,0.1477,7.45,0.05,4,0.5890918566422703
6838,2020-9-9-22,Format3,480,70,33600,Inter221,App,Mobile,Video,2320777,1028742,985845,3422,998.22,0.35,648.84,0.0035,1.01,0.29,3,0.5723342036622221
6839,2020-11-16-23,Format3,480,70,33600,Inter217,Web,Desktop,Display,3770997,1288741,1205041,5564,998.61,0.35,649.1,0.0046,0.83,0.18,3,0.448393083028693
6840,2020-9-18-15,Format6,336,250,84000,Inter228,Video,Mobile,Video,1111200,574210,551038,2991,998.89,0.35,649.28,0.0054,1.81,0.33,3,0.2996986684784941
6841,2020-9-3-11,Format3,480,70,33600,Inter227,App,Mobile,Video,664141,435976,416368,2062,999.11,0.35,649.42,0.005,2.4,0.48,3,0.5602812609299966
6842,2020-11-18-6,Format3,480,70,33600,Inter224,Web,Desktop,Video,600060,350910,340095,1435,999.37,0.35,649.59,0.0042,2.94,0.7,3,0.5383605447643834
6843,2020-11-17-6,Format3,480,70,33600,Inter222,Video,Desktop,Video,608515,327334,315350,1443,999.38,0.35,649.6,0.0046,3.17,0.69,3,0.5350606399183476
6844,2020-9-11-10,Format5,720,300,216000,Inter227,App,Mobile,Display,139228,88443,75522,9532,999.69,0.35,649.8,0.1262,13.24,0.1,4,0.5621043176475345
6845,2020-10-1-5,Format4,120,600,72000,Inter220,Web,Mobile,Display,96011,66876,55807,8217,1000.14,0.35,650.09,0.1472,17.92,0.12,1,0.5450264396593153
6846,2020-11-4-0,Format3,480,70,33600,Inter221,App,Mobile,Video,1179823,601366,580353,1960,1000.26,0.35,650.17,0.0034,1.72,0.51,3,0.5941828477999914
6847,2020-11-16-2,Format5,720,300,216000,Inter227,App,Mobile,Video,184102,115824,95407,10654,1000.64,0.35,650.42,0.1117,10.49,0.09,4,0.5764720857897319
6848,2020-9-17-6,Format5,720,300,216000,Inter228,Video,Mobile,Video,112404,78299,69822,10477,1000.76,0.35,650.5,0.1501,14.33,0.1,4,0.5636462332325484
6849,2020-9-11-11,Format6,336,250,84000,Inter226,Web,Mobile,Video,897172,535077,522217,2088,1000.77,0.35,650.5,0.004,1.92,0.48,3,0.3376333038285205
6850,2020-10-5-22,Format3,480,70,33600,Inter229,Video,Desktop,Video,2734924,1017903,979260,4285,1001.21,0.35,650.79,0.0044,1.02,0.23,3,0.5482436980243601
6851,2020-9-8-0,Format5,720,300,216000,Inter225,Video,Mobile,Video,141488,89310,79610,9963,1001.81,0.35,651.18,0.1251,12.58,0.1,4,0.5704253167899233
6852,2020-9-23-0,Format5,720,300,216000,Inter223,Web,Mobile,Video,166892,100977,86552,9857,1002.23,0.35,651.45,0.1139,11.58,0.1,4,0.5700262049751362
6853,2020-9-3-23,Format7,300,600,180000,Inter227,App,Mobile,Display,2570945,995913,931077,4237,1002.28,0.35,651.48,0.0046,1.08,0.24,3,-0.007552390449790244
6854,2020-11-4-23,Format3,480,70,33600,Inter224,Web,Desktop,Display,3285826,976567,911588,4297,1002.56,0.35,651.67,0.0047,1.1,0.23,3,0.5297071204243445
6855,2020-10-26-2,Format1,300,250,75000,Inter224,Web,Desktop,Video,1105624,623069,612805,1383,1003.01,0.35,651.96,0.0023,1.64,0.73,3,0.4442553133084498
6856,2020-9-16-1,Format1,300,250,75000,Inter221,App,Mobile,Display,1137974,654733,644031,1233,1003.05,0.35,651.99,0.0019,1.56,0.81,3,0.44696065125428536
6857,2020-9-22-1,Format1,300,250,75000,Inter221,App,Mobile,Display,1166623,691320,680399,1258,1003.56,0.35,652.31,0.0018,1.47,0.8,3,0.45135259108618536
6858,2020-9-22-23,Format5,720,300,216000,Inter229,Video,Desktop,Display,480484,167974,144612,14394,1004.09,0.35,652.66,0.0995,6.94,0.07,4,0.5701508555132453
6859,2020-9-18-12,Format5,720,300,216000,Inter223,Web,Mobile,Display,183843,110147,91326,10741,1004.14,0.35,652.69,0.1176,11.0,0.09,4,0.5798223425808513
6860,2020-9-17-3,Format1,300,250,75000,Inter225,Video,Mobile,Display,809628,549123,530126,1376,1004.47,0.35,652.9,0.0026,1.89,0.73,3,0.4265349864624454
6861,2020-10-13-6,Format4,120,600,72000,Inter221,App,Mobile,Video,100087,72638,59643,8364,1005.06,0.35,653.29,0.1402,16.85,0.12,1,0.547403991086741
6862,2020-11-1-23,Format5,720,300,216000,Inter218,App,Mobile,Video,403543,141035,121926,17648,1005.65,0.35,653.67,0.1447,8.25,0.06,4,0.599725026119703
6863,2020-9-9-0,Format3,480,70,33600,Inter218,App,Mobile,Video,1788100,708370,656671,2692,1005.76,0.35,653.74,0.0041,1.53,0.37,3,0.5939605733152341
6864,2020-11-16-2,Format1,300,250,75000,Inter221,App,Mobile,Display,1207671,596251,585114,1223,1006.02,0.35,653.91,0.0021,1.72,0.82,3,0.44188572956288746
6865,2020-11-8-14,Format4,120,600,72000,inter230,Video,Mobile,Video,175592,114121,96674,16804,1006.07,0.35,653.95,0.1738,10.41,0.06,1,0.3968657991774829
6866,2020-11-4-23,Format5,720,300,216000,Inter220,Web,Mobile,Display,321201,139495,119912,19204,1006.21,0.35,654.04,0.1602,8.39,0.05,4,0.5983767873963566
6867,2020-11-1-23,Format3,480,70,33600,Inter228,Video,Mobile,Display,3345983,1021860,963799,4409,1006.59,0.35,654.28,0.0046,1.04,0.23,3,0.5210584766448866
6868,2020-9-14-7,Format5,720,300,216000,Inter226,Web,Mobile,Display,163561,99351,88034,10676,1007.02,0.35,654.56,0.1213,11.44,0.09,4,0.5800467444717028
6869,2020-9-8-22,Format5,720,300,216000,Inter226,Web,Mobile,Video,616383,179249,156483,16576,1007.14,0.35,654.64,0.1059,6.44,0.06,4,0.5710700922525961
6870,2020-9-12-3,Format1,300,250,75000,Inter217,Web,Desktop,Video,846935,575052,556776,1390,1008.14,0.35,655.29,0.0025,1.81,0.73,3,0.4312173037569959
6871,2020-10-13-9,Format5,720,300,216000,Inter222,Video,Desktop,Display,132437,92830,78492,10650,1008.63,0.35,655.61,0.1357,12.85,0.09,4,0.5773023597460408
6872,2020-9-3-4,Format4,120,600,72000,Inter224,Web,Desktop,Display,74978,54680,46231,6930,1008.71,0.35,655.66,0.1499,21.82,0.15,1,0.516381320494322
6873,2020-9-18-4,Format4,120,600,72000,Inter225,Video,Mobile,Video,70720,56723,48121,7024,1008.96,0.35,655.82,0.146,20.97,0.14,1,0.5259931031964628
6874,2020-10-30-5,Format4,120,600,72000,Inter228,Video,Mobile,Display,86097,68265,51323,6844,1009.34,0.35,656.07,0.1334,19.67,0.15,1,0.5385437827177452
6875,2020-9-2-0,Format3,480,70,33600,Inter228,Video,Mobile,Video,1853931,772970,731601,2921,1009.77,0.35,656.35,0.004,1.38,0.35,3,0.5945649415355807
6876,2020-9-14-4,Format1,300,250,75000,Inter222,Video,Desktop,Video,851286,553866,537726,1374,1010.12,0.35,656.58,0.0026,1.88,0.74,3,0.42905836479499004
6877,2020-9-14-1,Format5,720,300,216000,Inter227,App,Mobile,Video,197564,120920,104211,8761,1010.12,0.35,656.58,0.0841,9.69,0.12,4,0.5433587904493479
6878,2020-9-12-13,Format3,480,70,33600,Inter229,Video,Desktop,Display,840158,506451,490224,2439,1010.31,0.35,656.7,0.005,2.06,0.41,3,0.5673044364232497
6879,2020-9-6-6,Format3,480,70,33600,Inter218,App,Mobile,Display,1087663,476209,443792,2363,1011.51,0.35,657.48,0.0053,2.28,0.43,3,0.572138363979236
6880,2020-10-8-9,Format5,720,300,216000,Inter226,Web,Mobile,Video,139333,85080,71309,9571,1011.56,0.35,657.51,0.1342,14.19,0.11,4,0.5552536573262605
6881,2020-9-20-5,Format6,336,250,84000,inter230,Video,Mobile,Video,73053,59998,50658,7156,1011.74,0.35,657.63,0.1413,19.97,0.14,1,0.0676100851466933
6882,2020-9-23-5,Format4,120,600,72000,Inter229,Video,Desktop,Display,74354,59235,49907,6884,1012.81,0.35,658.32,0.1379,20.29,0.15,1,0.5326363385507196
6883,2020-10-27-1,Format5,720,300,216000,Inter222,Video,Desktop,Display,233686,129997,110165,10355,1013.04,0.35,658.48,0.094,9.2,0.1,4,0.5618996274349541
6884,2020-9-12-12,Format3,480,70,33600,Inter222,Video,Desktop,Video,833712,480755,465454,2404,1013.13,0.35,658.53,0.0052,2.18,0.42,3,0.5655920619967786
6885,2020-9-17-11,Format3,480,70,33600,Inter219,Video,Desktop,Display,883751,518136,499895,2334,1013.63,0.35,658.86,0.0047,2.03,0.43,3,0.5732251300677789
6886,2020-10-8-6,Format4,120,600,72000,Inter224,Web,Desktop,Video,105372,70732,59418,8039,1014.98,0.35,659.74,0.1353,17.08,0.13,1,0.5480071457069682
6887,2020-9-17-10,Format5,720,300,216000,Inter225,Video,Mobile,Display,142014,95450,83566,12509,1015.07,0.35,659.8,0.1497,12.15,0.08,4,0.5957086710804567
6888,2020-9-7-4,Format1,300,250,75000,Inter224,Web,Desktop,Video,811732,563589,541158,1364,1015.32,0.35,659.96,0.0025,1.88,0.74,3,0.4286568579497561
6889,2020-9-17-11,Format5,720,300,216000,Inter217,Web,Desktop,Display,177940,106534,90141,10822,1015.34,0.35,659.97,0.1201,11.26,0.09,4,0.5814473902241992
6890,2020-10-9-1,Format5,720,300,216000,Inter220,Web,Mobile,Display,220823,124177,106540,9822,1015.39,0.35,660.0,0.0922,9.53,0.1,4,0.5580096451033657
6891,2020-11-5-13,Format3,480,70,33600,Inter224,Web,Desktop,Video,1101911,563649,543961,2636,1016.65,0.35,660.83,0.0048,1.87,0.39,3,0.5776388916447538
6892,2020-9-18-0,Format3,480,70,33600,Inter217,Web,Desktop,Display,1710241,671866,627262,2830,1016.69,0.35,660.85,0.0045,1.62,0.36,3,0.5895771241264294
6893,2020-10-25-0,Format3,480,70,33600,Inter225,Video,Mobile,Video,1125498,646862,624117,2021,1016.85,0.35,660.95,0.0032,1.63,0.5,3,0.5962200423037861
6894,2020-9-25-5,Format1,300,250,75000,Inter222,Video,Desktop,Display,879520,478504,469498,1119,1017.71,0.35,661.51,0.0024,2.17,0.91,3,0.41333120149083524
6895,2020-9-16-12,Format3,480,70,33600,Inter229,Video,Desktop,Display,972039,512672,494292,2603,1017.76,0.35,661.54,0.0053,2.06,0.39,3,0.5683206961102268
6896,2020-11-4-11,Format4,120,600,72000,Inter228,Video,Mobile,Video,88736,69567,58163,11242,1017.97,0.35,661.68,0.1933,17.5,0.09,1,0.5128317089613602
6897,2020-9-5-1,Format5,720,300,216000,Inter227,App,Mobile,Display,137626,91846,80634,7698,1018.21,0.35,661.84,0.0955,12.63,0.13,4,0.5346642375176301
6898,2020-10-8-23,Format5,720,300,216000,Inter217,Web,Desktop,Video,529745,176563,152006,16543,1018.53,0.35,662.04,0.1088,6.7,0.06,4,0.5767962579683558
6899,2020-10-12-16,Format6,336,250,84000,Inter225,Video,Mobile,Video,365938,149411,118212,13439,1019.07,0.35,662.4,0.1137,8.62,0.08,4,0.12389714254049637
6900,2020-9-11-0,Format6,336,250,84000,Inter218,App,Mobile,Display,118224,80008,71453,8208,1019.82,0.35,662.89,0.1149,14.27,0.12,4,-0.009845116956248656
6901,2020-9-8-22,Format3,480,70,33600,Inter225,Video,Mobile,Video,2305223,992661,942543,3541,1019.94,0.35,662.96,0.0038,1.08,0.29,3,0.5778256063895968
6902,2020-10-28-5,Format4,120,600,72000,inter230,Video,Mobile,Video,82292,60774,49823,7045,1020.73,0.35,663.47,0.1414,20.49,0.14,1,0.5298562591894515
6903,2020-11-23-23,Format3,480,70,33600,Inter224,Web,Desktop,Video,3177874,1142644,1084746,4004,1020.87,0.35,663.57,0.0037,0.94,0.25,3,0.5172395941971946
6904,2020-9-18-23,Format5,720,300,216000,Inter226,Web,Mobile,Display,397132,164170,139275,13254,1021.21,0.35,663.79,0.0952,7.33,0.08,4,0.5680165652470839
6905,2020-10-7-22,Format3,480,70,33600,Inter228,Video,Mobile,Video,2691439,1064737,1026398,4337,1021.49,0.35,663.97,0.0042,1.0,0.24,3,0.5459586209459643
6906,2020-9-16-22,Format3,480,70,33600,Inter220,Web,Mobile,Video,2241179,955445,920280,3597,1021.63,0.35,664.06,0.0039,1.11,0.28,3,0.5811352225788309
6907,2020-9-11-4,Format1,300,250,75000,inter230,Video,Mobile,Display,863130,553832,539740,1489,1021.96,0.35,664.27,0.0028,1.89,0.69,3,0.4269835414820838
6908,2020-10-5-23,Format3,480,70,33600,Inter222,Video,Desktop,Display,3643538,955110,872643,5228,1022.2,0.35,664.43,0.006,1.17,0.2,3,0.5060165591954677
6909,2020-10-13-10,Format5,720,300,216000,Inter223,Web,Mobile,Video,160717,95858,76001,9659,1022.22,0.35,664.44,0.1271,13.45,0.11,4,0.5622477403322677
6910,2020-10-18-2,Format5,720,300,216000,Inter218,App,Mobile,Video,153300,108226,88031,7720,1022.31,0.35,664.5,0.0877,11.61,0.13,4,0.5352470377648317
6911,2020-10-2-3,Format1,300,250,75000,Inter220,Web,Mobile,Video,1047185,675281,653232,1529,1022.92,0.35,664.9,0.0023,1.57,0.67,3,0.44469008231109725
6912,2020-11-1-23,Format5,720,300,216000,Inter219,Video,Desktop,Display,583884,162167,134407,16039,1023.43,0.35,665.23,0.1193,7.61,0.06,4,0.5882861047505491
6913,2020-10-27-1,Format3,480,70,33600,Inter224,Web,Desktop,Video,1547326,619621,582129,2275,1023.64,0.35,665.37,0.0039,1.76,0.45,3,0.5976288810309005
6914,2020-9-18-23,Format3,480,70,33600,Inter229,Video,Desktop,Video,2674697,912732,853009,4787,1023.83,0.35,665.49,0.0056,1.2,0.21,3,0.5556567330904555
6915,2020-10-28-6,Format3,480,70,33600,Inter223,Web,Mobile,Video,1190843,529500,496167,2153,1023.91,0.35,665.54,0.0043,2.06,0.48,3,0.5863961307950241
6916,2020-11-9-7,Format4,120,600,72000,Inter217,Web,Desktop,Display,94071,71281,60684,12546,1024.13,0.35,665.68,0.2067,16.88,0.08,1,0.4949186871213366
6917,2020-11-3-6,Format4,120,600,72000,Inter228,Video,Mobile,Display,106830,69668,58727,7783,1024.14,0.35,665.69,0.1325,17.44,0.13,1,0.5475443176293838
6918,2020-11-4-21,Format4,120,600,72000,Inter227,App,Mobile,Display,199700,121699,101505,18644,1024.2,0.35,665.73,0.1837,10.09,0.05,1,0.3607558195546362
6919,2020-9-28-1,Format5,720,300,216000,Inter227,App,Mobile,Display,130691,90288,79406,9406,1024.96,0.35,666.22,0.1185,12.91,0.11,4,0.5614258976034224
6920,2020-9-11-10,Format5,720,300,216000,Inter218,App,Mobile,Display,117733,81484,71908,11496,1025.09,0.35,666.31,0.1599,14.26,0.09,4,0.5733680804047911
6921,2020-9-19-5,Format4,120,600,72000,Inter218,App,Mobile,Display,76710,59590,51057,7307,1025.57,0.35,666.62,0.1431,20.09,0.14,1,0.5322633306920838
6922,2020-10-7-4,Format1,300,250,75000,Inter218,App,Mobile,Display,995907,627961,611211,1471,1025.9,0.35,666.83,0.0024,1.68,0.7,3,0.4407478920274492
6923,2020-9-30-6,Format5,720,300,216000,Inter219,Video,Desktop,Display,96415,78499,68733,11144,1026.51,0.35,667.23,0.1621,14.93,0.09,4,0.5626034466582787
